"Gender","Age","City","Gov_Assistance","Education_Level","Physical_Activity","Breakfast_Frequency","Whole_Grain_Consumption","Dairy_Products_Consumption","Caffeine_Consumption","Fruits_Consumption","Vegetables_Consumption","Fish_Consumption","Food Security Score","Resilience Score","Stress Mindset Score","Mental Distress Score","FC"
"Prefer not to say","18-22","Aqaba","No","High School","5 times","6 or 7 times","5 times or more","5 times or more","Never","5 times or more","5 times or more","3 times",0,26,22,18,"high"
"Female","18-22","Aqaba","No","High School","5 times","6 or 7 times","1 time","5 times or more","5 times or more","5 times or more","5 times or more","Never",5,24,16,38,"very low"
"Female","18-22","Amman","No","Undergraduate","6-7 times","5 times","5 times or more","5 times or more","1 time","5 times or more","5 times or more","2 times",0,19,16,28,"high"
"Female","18-22","Aqaba","Yes","High School","6-7 times","5 times","2 times","5 times or more","1 time","5 times or more","3 times","1 time",3,17,18,30,"low"
"Female","18-22","Aqaba","Yes","High School","3 times","1 time","1 time","2 times","5 times or more","3 times","Never","Never",5,15,15,35,"very low"
"Female","18-22","Aqaba","No","High School","3 times","4 times","2 times","4 times","1 time","2 times","3 times","Never",0,16,16,31,"high"
"Female","18-22","Ajlun","Yes","Undergraduate","1 time","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","3 times","Never",7,26,16,29,"very low"
"Female","18-22","Irbid","No","Undergraduate","6-7 times","6 or 7 times","1 time","5 times or more","Never","3 times","Never","1 time",0,20,3,30,"high"
"Female","30-39","Aqaba","No","Undergraduate","1 time","5 times","2 times","4 times","5 times or more","3 times","2 times","Never",0,18,17,29,"high"
"Female","18-22","Aqaba","No","High School","5 times","2 times","2 times","1 time","1 time","5 times or more","5 times or more","1 time",0,16,20,31,"high"
"Female","18-22","Aqaba","No","High School","6-7 times","3 times","3 times","4 times","5 times or more","5 times or more","5 times or more","5 times or more",8,16,16,38,"very low"
"Female","18-22","Amman","No","High School","3 times","3 times","2 times","4 times","5 times or more","1 time","4 times","Never",0,17,20,32,"high"
"Female","40-49","Amman","No","Undergraduate","2 times","6 or 7 times","5 times or more","3 times","5 times or more","5 times or more","2 times","Never",0,21,12,27,"high"
"Male","18-22","Aqaba","No","Undergraduate","5 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","4 times","Never",3,19,16,29,"low"
"Male","18-22","Irbid","No","Undergraduate","5 times","3 times","3 times","5 times or more","2 times","2 times","3 times","1 time",1,24,30,26,"high"
"Male","18-22","Aqaba","No","High School","2 times","3 times","5 times or more","3 times","Never","3 times","5 times or more","Never",6,22,19,33,"very low"
"Male","18-22","Irbid","No","Undergraduate","6-7 times","6 or 7 times","5 times or more","3 times","Never","5 times or more","5 times or more","1 time",0,24,22,23,"high"
"Female","18-22","Amman","No","High School","3 times","6 or 7 times","2 times","4 times","5 times or more","5 times or more","2 times","3 times",0,17,14,30,"high"
"Female","18-22","Ajlun","No","High School","6-7 times","4 times","4 times","5 times or more","5 times or more","4 times","5 times or more","Never",0,24,24,35,"high"
"Female","18-22","Irbid","No","High School","4 times","1 time","2 times","2 times","2 times","2 times","2 times","1 time",5,13,9,40,"very low"
"Female","18-22","Irbid","No","High School","5 times","4 times","5 times or more","5 times or more","5 times or more","5 times or more","5 times or more","Never",0,26,11,38,"high"
"Female","18-22","Irbid","Yes","High School","5 times","4 times","5 times or more","1 time","5 times or more","5 times or more","3 times","3 times",0,22,24,33,"high"
"Female","18-22","Ajlun","No","Undergraduate","3 times","6 or 7 times","4 times","5 times or more","4 times","4 times","4 times","Never",0,18,20,30,"high"
"Male","18-22","Amman","No","High School","2 times","6 or 7 times","1 time","2 times","4 times","4 times","3 times","1 time",0,23,15,36,"high"
"Female","18-22","Ajlun","Yes","Undergraduate","3 times","5 times","1 time","1 time","4 times","3 times","2 times","1 time",0,23,22,30,"high"
"Female","18-22","Amman","No","Undergraduate","4 times","Never","4 times","5 times or more","5 times or more","3 times","2 times","Never",0,17,12,37,"high"
"Female","18-22","Amman","No","Undergraduate","3 times","Never","5 times or more","3 times","5 times or more","1 time","2 times","1 time",3,13,8,32,"low"
"Female","18-22","Aqaba","No","High School","3 times","3 times","5 times or more","4 times","5 times or more","3 times","3 times","1 time",0,22,15,28,"high"
"Female","18-22","Aqaba","Yes","High School","2 times","5 times","2 times","5 times or more","Never","2 times","2 times","Never",0,14,9,38,"high"
"Male","18-22","Amman","No","Undergraduate","3 times","Never","3 times","5 times or more","5 times or more","2 times","3 times","3 times",0,27,20,29,"high"
"Female","50 and older","Amman","No","Undergraduate","6-7 times","Never","1 time","Never","5 times or more","5 times or more","5 times or more","2 times",3,13,3,35,"low"
"Female","18-22","Aqaba","No","Undergraduate","4 times","3 times","3 times","2 times","5 times or more","4 times","2 times","Never",2,10,15,36,"low"
"Female","18-22","Amman","No","Undergraduate","6-7 times","2 times","3 times","2 times","5 times or more","5 times or more","4 times","1 time",0,26,13,29,"high"
"Male","18-22","Aqaba","No","High School","6-7 times","5 times","5 times or more","5 times or more","Never","3 times","3 times","1 time",2,13,14,33,"low"
"Female","18-22","Ajlun","No","Undergraduate","3 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","3 times","Never",1,15,13,30,"high"
"Female","18-22","Irbid","No","Undergraduate","None","Never","Never","5 times or more","5 times or more","Never","Never","Never",0,16,13,33,"high"
"Female","30-39","Amman","No","Graduate","None","6 or 7 times","5 times or more","2 times","Never","3 times","5 times or more","Never",0,11,6,32,"high"
"Female","18-22","Amman","No","Undergraduate","3 times","3 times","2 times","5 times or more","3 times","3 times","3 times","3 times",7,18,16,38,"very low"
"Female","30-39","Aqaba","No","Graduate","6-7 times","3 times","Never","2 times","5 times or more","3 times","3 times","Never",8,9,0,38,"very low"
"Female","18-22","Ajlun","No","High School","5 times","2 times","Never","Never","5 times or more","3 times","5 times or more","Never",0,10,12,33,"high"
"Female","18-22","Irbid","No","High School","2 times","5 times","2 times","2 times","3 times","3 times","1 time","1 time",0,18,9,37,"high"
"Female","18-22","Aqaba","No","Undergraduate","2 times","6 or 7 times","3 times","5 times or more","5 times or more","5 times or more","1 time","2 times",0,26,16,27,"high"
"Female","50 and older","Irbid","No","Graduate","3 times","6 or 7 times","4 times","5 times or more","5 times or more","5 times or more","5 times or more","1 time",3,7,17,39,"low"
"Female","18-22","Amman","No","High School","2 times","6 or 7 times","5 times or more","2 times","Never","5 times or more","1 time","Never",2,16,12,35,"low"
"Female","18-22","Irbid","Yes","High School","1 time","2 times","Never","2 times","Never","3 times","3 times","Never",7,19,24,32,"very low"
"Female","18-22","Aqaba","No","Undergraduate","4 times","4 times","Never","5 times or more","2 times","4 times","2 times","1 time",4,26,2,34,"low"
"Male","40-49","Irbid","No","Undergraduate","5 times","2 times","Never","Never","Never","2 times","3 times","Never",8,17,19,31,"very low"
"Female","18-22","Aqaba","No","Graduate","5 times","6 or 7 times","Never","5 times or more","1 time","Never","Never","2 times",0,19,11,37,"high"
"Female","18-22","Aqaba","No","High School","3 times","4 times","Never","3 times","3 times","1 time","1 time","2 times",5,18,9,31,"very low"
"Male","18-22","Amman","No","Undergraduate","None","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","3 times","2 times",0,21,25,32,"high"
"Female","18-22","Irbid","No","Graduate","3 times","4 times","1 time","5 times or more","5 times or more","5 times or more","2 times","Never",6,14,9,38,"very low"
"Female","40-49","Ajlun","No","High School","3 times","2 times","5 times or more","5 times or more","5 times or more","4 times","3 times","1 time",6,18,9,42,"very low"
"Female","18-22","Amman","Yes","Undergraduate","2 times","6 or 7 times","5 times or more","4 times","5 times or more","4 times","2 times","1 time",4,25,11,26,"low"
"Male","50 and older","Irbid","No","Graduate","2 times","6 or 7 times","5 times or more","Never","5 times or more","5 times or more","5 times or more","Never",0,26,4,21,"high"
"Female","18-22","Irbid","No","High School","5 times","5 times","4 times","4 times","5 times or more","5 times or more","4 times","Never",0,18,15,32,"high"
"Male","50 and older","Ajlun","No","High School","2 times","Never","Never","2 times","Never","Never","1 time","Never",0,18,10,28,"high"
"Female","18-22","Irbid","No","High School","1 time","2 times","Never","5 times or more","2 times","2 times","1 time","1 time",8,24,6,46,"very low"
"Male","40-49","Ajlun","No","Graduate","6-7 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","3 times","Never",0,19,13,30,"high"
"Female","18-22","Irbid","No","High School","None","Never","Never","1 time","1 time","1 time","1 time","Never",4,12,12,29,"low"
"Female","18-22","Amman","No","High School","None","4 times","2 times","5 times or more","5 times or more","3 times","3 times","1 time",0,10,12,43,"high"
"Female","18-22","Ajlun","No","Undergraduate","4 times","2 times","4 times","Never","5 times or more","5 times or more","5 times or more","Never",0,25,14,26,"high"
"Male","18-22","Irbid","No","High School","1 time","Never","1 time","1 time","Never","Never","Never","1 time",8,12,10,31,"very low"
"Female","18-22","Ajlun","Yes","High School","4 times","6 or 7 times","5 times or more","3 times","4 times","5 times or more","2 times","2 times",0,12,9,40,"high"
"Female","18-22","Amman","No","Undergraduate","2 times","2 times","3 times","5 times or more","5 times or more","2 times","3 times","Never",6,23,17,30,"very low"
"Male","18-22","Ajlun","No","High School","2 times","Never","2 times","3 times","5 times or more","5 times or more","1 time","Never",0,18,14,39,"high"
"Female","40-49","Irbid","No","Graduate","3 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","3 times","1 time",5,20,3,35,"very low"
"Female","18-22","Amman","No","High School","2 times","Never","Never","Never","5 times or more","2 times","5 times or more","1 time",7,13,16,43,"very low"
"Female","18-22","Ajlun","No","High School","1 time","1 time","Never","3 times","2 times","2 times","3 times","1 time",0,27,19,27,"high"
"Male","18-22","Ajlun","No","Graduate","3 times","1 time","4 times","2 times","1 time","3 times","2 times","Never",2,27,15,28,"low"
"Female","18-22","Aqaba","No","Graduate","5 times","6 or 7 times","1 time","5 times or more","5 times or more","1 time","Never","1 time",0,15,17,32,"high"
"Female","30-39","Irbid","No","Undergraduate","2 times","1 time","2 times","5 times or more","5 times or more","4 times","1 time","Never",7,22,21,26,"very low"
"Female","50 and older","Amman","No","Graduate","1 time","6 or 7 times","1 time","5 times or more","4 times","5 times or more","3 times","1 time",3,28,8,35,"low"
"Female","18-22","Aqaba","No","High School","6-7 times","6 or 7 times","5 times or more","2 times","2 times","5 times or more","5 times or more","2 times",0,21,9,30,"high"
"Female","18-22","Irbid","No","High School","4 times","2 times","Never","2 times","1 time","1 time","1 time","1 time",0,15,12,39,"high"
"Male","18-22","Ajlun","No","Undergraduate","None","Never","1 time","5 times or more","Never","5 times or more","3 times","5 times or more",0,30,5,18,"high"
"Female","30-39","Aqaba","No","Undergraduate","6-7 times","Never","3 times","5 times or more","5 times or more","5 times or more","3 times","1 time",8,10,3,30,"very low"
"Male","18-22","Irbid","No","Undergraduate","3 times","1 time","Never","5 times or more","5 times or more","Never","1 time","Never",8,13,5,42,"very low"
"Male","18-22","Aqaba","No","High School","6-7 times","6 or 7 times","1 time","5 times or more","1 time","2 times","1 time","1 time",0,24,7,32,"high"
"Male","18-22","Aqaba","No","High School","6-7 times","6 or 7 times","5 times or more","5 times or more","2 times","5 times or more","3 times","Never",0,28,23,23,"high"
"Female","18-22","Amman","Yes","High School","1 time","6 or 7 times","1 time","5 times or more","1 time","3 times","Never","Never",1,19,10,32,"high"
"Female","18-22","Ajlun","No","High School","3 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","3 times","Never",0,19,13,30,"high"
"Male","18-22","Irbid","No","High School","6-7 times","4 times","5 times or more","1 time","Never","5 times or more","5 times or more","2 times",0,17,12,31,"high"
"Male","18-22","Aqaba","No","High School","4 times","Never","5 times or more","Never","Never","5 times or more","4 times","Never",3,19,9,25,"low"
"Female","18-22","Amman","No","Undergraduate","2 times","Never","Never","4 times","Never","Never","5 times or more","Never",6,15,5,42,"very low"
"Female","18-22","Amman","No","Undergraduate","3 times","2 times","5 times or more","5 times or more","5 times or more","4 times","5 times or more","5 times or more",0,21,20,27,"high"
"Male","30-39","Aqaba","No","Graduate","5 times","3 times","Never","5 times or more","5 times or more","3 times","Never","5 times or more",6,14,14,38,"very low"
"Female","18-22","Irbid","No","Graduate","None","Never","3 times","1 time","Never","Never","5 times or more","Never",0,14,12,24,"high"
"Female","18-22","Aqaba","No","High School","2 times","6 or 7 times","4 times","5 times or more","5 times or more","5 times or more","5 times or more","4 times",0,22,18,33,"high"
"Male","18-22","Irbid","No","High School","3 times","6 or 7 times","Never","5 times or more","Never","3 times","Never","Never",0,13,15,35,"high"
"Female","18-22","Irbid","Yes","High School","None","6 or 7 times","1 time","2 times","4 times","4 times","2 times","1 time",0,24,9,24,"high"
"Female","18-22","Irbid","No","Undergraduate","1 time","1 time","1 time","3 times","5 times or more","2 times","2 times","1 time",2,19,18,34,"low"
"Female","18-22","Ajlun","Yes","High School","6-7 times","2 times","3 times","5 times or more","2 times","5 times or more","5 times or more","3 times",8,29,24,28,"very low"
"Female","18-22","Amman","No","Undergraduate","3 times","2 times","5 times or more","Never","5 times or more","4 times","5 times or more","Never",2,23,2,26,"low"
"Female","18-22","Ajlun","No","High School","5 times","3 times","3 times","3 times","3 times","3 times","3 times","Never",0,23,16,30,"high"
"Female","18-22","Irbid","No","Undergraduate","6-7 times","2 times","1 time","5 times or more","5 times or more","3 times","3 times","3 times",0,20,7,28,"high"
"Male","18-22","Amman","No","Undergraduate","3 times","2 times","3 times","2 times","3 times","2 times","3 times","Never",8,16,25,33,"very low"
"Female","18-22","Ajlun","No","Undergraduate","None","3 times","3 times","1 time","Never","2 times","Never","Never",4,7,0,43,"low"
"Female","18-22","Ajlun","Yes","Undergraduate","3 times","5 times","3 times","1 time","5 times or more","Never","1 time","Never",0,21,11,37,"high"
"Female","18-22","Amman","No","High School","1 time","2 times","2 times","3 times","1 time","2 times","2 times","2 times",1,13,12,41,"high"
"Female","18-22","Ajlun","No","High School","3 times","3 times","1 time","Never","1 time","5 times or more","5 times or more","5 times or more",0,22,17,36,"high"
"Female","18-22","Amman","Yes","High School","5 times","4 times","5 times or more","5 times or more","5 times or more","2 times","Never","Never",6,14,19,36,"very low"
"Female","18-22","Ajlun","No","High School","5 times","6 or 7 times","3 times","5 times or more","5 times or more","5 times or more","5 times or more","Never",0,28,24,27,"high"
"Female","18-22","Irbid","No","Undergraduate","2 times","4 times","2 times","Never","5 times or more","5 times or more","3 times","Never",0,11,9,36,"high"
"Male","18-22","Irbid","Yes","High School","6-7 times","1 time","3 times","3 times","2 times","2 times","2 times","2 times",2,16,7,32,"low"
"Prefer not to say","18-22","Ajlun","No","High School","2 times","1 time","2 times","2 times","2 times","1 time","3 times","1 time",2,16,12,42,"low"
"Female","18-22","Aqaba","No","High School","6-7 times","Never","Never","3 times","5 times or more","Never","Never","Never",5,23,14,31,"very low"
"Female","18-22","Aqaba","Yes","High School","4 times","Never","4 times","5 times or more","Never","3 times","3 times","3 times",5,16,6,28,"very low"
"Male","18-22","Amman","No","High School","2 times","6 or 7 times","5 times or more","2 times","Never","5 times or more","5 times or more","Never",4,14,14,38,"low"
"Female","18-22","Irbid","No","High School","6-7 times","1 time","2 times","1 time","2 times","Never","2 times","Never",0,20,14,21,"high"
"Female","18-22","Ajlun","No","Undergraduate","4 times","6 or 7 times","4 times","2 times","4 times","5 times or more","2 times","4 times",7,18,8,46,"very low"
"Female","18-22","Ajlun","Yes","High School","1 time","Never","1 time","3 times","1 time","2 times","3 times","Never",2,15,17,29,"low"
"Male","18-22","Irbid","No","Undergraduate","5 times","6 or 7 times","Never","4 times","2 times","2 times","Never","Never",0,28,25,23,"high"
"Male","18-22","Aqaba","No","High School","2 times","2 times","Never","5 times or more","Never","5 times or more","Never","Never",0,27,6,26,"high"
"Female","18-22","Aqaba","No","Undergraduate","2 times","2 times","Never","5 times or more","5 times or more","2 times","2 times","4 times",8,22,17,30,"very low"
"Male","18-22","Aqaba","No","High School","None","6 or 7 times","2 times","5 times or more","2 times","3 times","4 times","1 time",0,20,11,35,"high"
"Female","18-22","Aqaba","Yes","Undergraduate","6-7 times","3 times","5 times or more","4 times","3 times","4 times","3 times","2 times",5,23,4,35,"very low"
"Male","18-22","Irbid","Yes","Undergraduate","3 times","Never","Never","2 times","5 times or more","Never","5 times or more","5 times or more",4,24,14,32,"low"
"Male","18-22","Amman","No","High School","2 times","6 or 7 times","Never","4 times","5 times or more","5 times or more","2 times","4 times",0,23,6,31,"high"
"Female","18-22","Ajlun","No","Undergraduate","6-7 times","3 times","1 time","5 times or more","Never","4 times","5 times or more","1 time",0,24,14,26,"high"
"Female","18-22","Amman","Yes","Undergraduate","4 times","6 or 7 times","3 times","4 times","2 times","5 times or more","3 times","2 times",0,27,20,23,"high"
"Male","30-39","Ajlun","No","Undergraduate","5 times","6 or 7 times","4 times","3 times","5 times or more","5 times or more","2 times","3 times",0,17,15,32,"high"
"Female","18-22","Aqaba","No","Undergraduate","None","5 times","5 times or more","5 times or more","5 times or more","5 times or more","5 times or more","Never",0,16,10,32,"high"
"Female","18-22","Ajlun","No","High School","6-7 times","6 or 7 times","4 times","5 times or more","Never","4 times","5 times or more","Never",1,12,7,37,"high"
"Male","40-49","Ajlun","No","Undergraduate","3 times","Never","5 times or more","5 times or more","5 times or more","3 times","2 times","1 time",0,16,0,32,"high"
"Male","50 and older","Ajlun","Yes","Undergraduate","3 times","4 times","3 times","4 times","5 times or more","3 times","2 times","Never",5,20,0,26,"very low"
"Female","18-22","Amman","Yes","Undergraduate","6-7 times","6 or 7 times","3 times","5 times or more","5 times or more","2 times","1 time","1 time",4,20,8,27,"low"
"Female","18-22","Irbid","No","High School","1 time","Never","2 times","Never","5 times or more","4 times","1 time","Never",3,17,13,31,"low"
"Female","18-22","Irbid","No","High School","2 times","1 time","Never","5 times or more","Never","2 times","3 times","Never",0,15,6,41,"high"
"Female","18-22","Ajlun","No","High School","3 times","2 times","Never","4 times","4 times","5 times or more","3 times","Never",0,15,16,31,"high"
"Male","18-22","Ajlun","No","High School","4 times","3 times","Never","1 time","Never","2 times","4 times","Never",5,27,19,24,"very low"
"Prefer not to say","18-22","Aqaba","Yes","High School","3 times","5 times","3 times","Never","Never","4 times","4 times","2 times",6,21,14,39,"very low"
"Female","40-49","Irbid","No","Graduate","None","3 times","1 time","5 times or more","5 times or more","1 time","Never","Never",3,16,19,32,"low"
"Male","18-22","Amman","Yes","High School","6-7 times","2 times","1 time","5 times or more","5 times or more","1 time","2 times","2 times",1,17,5,40,"high"
"Male","18-22","Ajlun","No","High School","2 times","1 time","3 times","2 times","3 times","3 times","4 times","Never",1,18,8,27,"high"
"Female","18-22","Aqaba","No","High School","3 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","3 times","Never",0,19,13,30,"high"
"Female","18-22","Amman","No","High School","5 times","Never","3 times","5 times or more","3 times","4 times","2 times","2 times",0,22,14,36,"high"
"Female","18-22","Amman","Yes","High School","None","6 or 7 times","Never","5 times or more","5 times or more","5 times or more","4 times","Never",1,15,21,29,"high"
"Female","30-39","Aqaba","No","Graduate","2 times","Never","2 times","1 time","5 times or more","5 times or more","3 times","Never",5,25,9,34,"very low"
"Male","23-29","Ajlun","No","High School","3 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","5 times or more","5 times or more",0,17,15,28,"high"
"Male","18-22","Ajlun","No","High School","6-7 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","3 times","Never",8,19,13,30,"very low"
"Female","18-22","Irbid","No","High School","3 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","3 times","Never",0,19,13,30,"high"
"Female","18-22","Amman","No","Undergraduate","3 times","2 times","2 times","3 times","5 times or more","3 times","4 times","4 times",3,22,14,31,"low"
"Male","18-22","Amman","Yes","High School","6-7 times","6 or 7 times","5 times or more","3 times","5 times or more","1 time","1 time","Never",0,23,21,27,"high"
"Male","18-22","Irbid","No","Undergraduate","4 times","6 or 7 times","5 times or more","4 times","4 times","Never","Never","Never",1,20,22,27,"high"
"Female","18-22","Irbid","No","High School","5 times","1 time","2 times","5 times or more","5 times or more","1 time","3 times","Never",0,20,13,25,"high"
"Male","18-22","Irbid","No","High School","6-7 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","5 times or more","5 times or more",0,22,17,25,"high"
"Male","18-22","Irbid","No","High School","5 times","6 or 7 times","3 times","4 times","3 times","1 time","4 times","1 time",0,22,24,27,"high"
"Female","18-22","Amman","No","High School","4 times","6 or 7 times","4 times","5 times or more","Never","5 times or more","4 times","1 time",0,21,3,31,"high"
"Prefer not to say","18-22","Aqaba","No","High School","3 times","5 times","2 times","4 times","5 times or more","4 times","2 times","1 time",2,12,6,38,"low"
"Female","18-22","Aqaba","No","Undergraduate","5 times","4 times","Never","5 times or more","5 times or more","5 times or more","5 times or more","5 times or more",7,24,18,28,"very low"
"Male","18-22","Irbid","No","High School","5 times","5 times","Never","4 times","5 times or more","5 times or more","5 times or more","3 times",7,20,26,42,"very low"
"Male","18-22","Ajlun","No","High School","5 times","5 times","Never","4 times","5 times or more","5 times or more","5 times or more","3 times",7,20,26,42,"very low"
"Female","18-22","Ajlun","No","High School","4 times","6 or 7 times","4 times","2 times","5 times or more","5 times or more","5 times or more","Never",0,20,20,30,"high"
"Female","18-22","Aqaba","No","High School","2 times","5 times","4 times","4 times","5 times or more","1 time","4 times","Never",3,24,15,40,"low"
"Female","18-22","Aqaba","No","High School","3 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","3 times","Never",0,19,13,30,"high"
"Female","18-22","Ajlun","No","High School","2 times","6 or 7 times","5 times or more","4 times","5 times or more","4 times","2 times","1 time",4,19,1,39,"low"
"Prefer not to say","18-22","Ajlun","No","High School","3 times","Never","5 times or more","5 times or more","Never","2 times","5 times or more","Never",0,14,12,36,"high"
"Female","18-22","Aqaba","No","High School","6-7 times","6 or 7 times","2 times","Never","2 times","5 times or more","3 times","2 times",0,18,0,34,"high"
"Male","40-49","Irbid","No","Graduate","5 times","6 or 7 times","5 times or more","5 times or more","5 times or more","4 times","5 times or more","3 times",0,23,20,26,"high"
"Male","23-29","Aqaba","No","High School","3 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","3 times","Never",0,19,13,30,"high"
"Female","18-22","Ajlun","No","High School","2 times","4 times","2 times","5 times or more","5 times or more","4 times","4 times","Never",4,17,19,28,"low"
"Male","18-22","Ajlun","No","High School","3 times","6 or 7 times","3 times","2 times","4 times","3 times","2 times","1 time",2,13,15,30,"low"
"Female","18-22","Ajlun","Yes","High School","5 times","6 or 7 times","3 times","1 time","5 times or more","4 times","2 times","Never",0,20,3,30,"high"
"Female","30-39","Aqaba","No","Graduate","1 time","6 or 7 times","3 times","5 times or more","Never","5 times or more","1 time","Never",0,12,18,33,"high"
"Male","23-29","Irbid","No","Undergraduate","3 times","2 times","1 time","5 times or more","1 time","2 times","1 time","Never",0,24,13,22,"high"
"Female","23-29","Ajlun","Yes","Undergraduate","2 times","1 time","Never","Never","1 time","1 time","Never","Never",6,22,15,34,"very low"
"Female","30-39","Irbid","No","Graduate","3 times","3 times","5 times or more","5 times or more","5 times or more","4 times","4 times","1 time",0,25,17,28,"high"
"Female","18-22","Ajlun","No","High School","1 time","6 or 7 times","Never","5 times or more","4 times","5 times or more","3 times","2 times",3,8,2,39,"low"
"Female","18-22","Aqaba","No","High School","None","4 times","5 times or more","5 times or more","5 times or more","5 times or more","5 times or more","3 times",0,11,9,42,"high"
"Female","50 and older","Irbid","No","Graduate","6-7 times","6 or 7 times","3 times","5 times or more","5 times or more","5 times or more","3 times","1 time",0,29,16,26,"high"
"Male","18-22","Ajlun","No","High School","1 time","3 times","1 time","5 times or more","3 times","2 times","1 time","3 times",5,19,13,28,"very low"
"Female","23-29","Aqaba","No","Undergraduate","4 times","3 times","5 times or more","3 times","Never","5 times or more","5 times or more","2 times",0,18,17,31,"high"
"Male","18-22","Ajlun","Yes","High School","6-7 times","2 times","5 times or more","5 times or more","3 times","Never","Never","Never",0,24,12,33,"high"
"Male","18-22","Irbid","Yes","High School","6-7 times","5 times","5 times or more","5 times or more","5 times or more","3 times","2 times","2 times",0,23,16,40,"high"
"Male","18-22","Ajlun","Yes","High School","6-7 times","6 or 7 times","4 times","5 times or more","2 times","3 times","3 times","Never",1,21,19,36,"high"
"Male","18-22","Ajlun","No","High School","6-7 times","6 or 7 times","2 times","3 times","5 times or more","1 time","2 times","3 times",5,15,23,36,"very low"
"Male","18-22","Irbid","Yes","High School","6-7 times","5 times","2 times","5 times or more","1 time","Never","3 times","Never",0,22,17,40,"high"
"Female","18-22","Amman","No","High School","6-7 times","5 times","3 times","3 times","4 times","4 times","3 times","Never",0,25,17,25,"high"
"Male","18-22","Irbid","Yes","Undergraduate","6-7 times","6 or 7 times","Never","3 times","Never","Never","Never","Never",0,21,0,38,"high"
"Male","18-22","Aqaba","Yes","High School","6-7 times","Never","Never","3 times","5 times or more","Never","3 times","1 time",0,16,13,32,"high"
"Male","18-22","Ajlun","No","High School","5 times","5 times","1 time","4 times","1 time","2 times","1 time","Never",1,21,19,31,"high"
"Male","18-22","Amman","Yes","High School","5 times","5 times","Never","5 times or more","Never","2 times","4 times","Never",0,22,19,27,"high"
"Male","18-22","Amman","No","Undergraduate","6-7 times","6 or 7 times","5 times or more","5 times or more","5 times or more","3 times","1 time","Never",0,25,14,37,"high"
"Female","18-22","Ajlun","No","Undergraduate","4 times","4 times","2 times","3 times","2 times","3 times","4 times","2 times",1,18,16,35,"high"
"Prefer not to say","23-29","Aqaba","No","High School","1 time","6 or 7 times","5 times or more","5 times or more","2 times","1 time","1 time","Never",2,9,3,40,"low"
"Male","18-22","Ajlun","No","Undergraduate","None","4 times","3 times","4 times","4 times","3 times","1 time","1 time",8,19,18,37,"very low"
"Female","18-22","Irbid","No","High School","6-7 times","4 times","2 times","5 times or more","1 time","5 times or more","5 times or more","1 time",0,17,22,38,"high"
"Female","50 and older","Amman","No","Graduate","2 times","2 times","3 times","5 times or more","5 times or more","5 times or more","5 times or more","2 times",0,18,10,31,"high"
"Male","30-39","Amman","No","Undergraduate","6-7 times","5 times","2 times","5 times or more","4 times","5 times or more","2 times","1 time",0,30,24,24,"high"
"Male","40-49","Ajlun","No","Undergraduate","3 times","3 times","5 times or more","5 times or more","5 times or more","5 times or more","4 times","1 time",0,23,13,27,"high"
"Male","18-22","Aqaba","No","Undergraduate","2 times","2 times","5 times or more","5 times or more","Never","2 times","3 times","2 times",0,25,21,24,"high"
"Female","18-22","Aqaba","Yes","High School","2 times","3 times","3 times","5 times or more","5 times or more","5 times or more","2 times","5 times or more",2,19,10,39,"low"
"Female","30-39","Ajlun","No","Undergraduate","1 time","Never","4 times","5 times or more","5 times or more","5 times or more","4 times","3 times",0,21,17,28,"high"
"Male","18-22","Aqaba","No","Undergraduate","1 time","6 or 7 times","2 times","5 times or more","5 times or more","2 times","2 times","1 time",0,16,18,40,"high"
"Female","50 and older","Amman","No","Graduate","None","5 times","5 times or more","5 times or more","5 times or more","2 times","2 times","Never",0,13,12,34,"high"
"Female","40-49","Irbid","No","Undergraduate","5 times","Never","5 times or more","4 times","2 times","4 times","4 times","Never",0,24,20,26,"high"
"Female","50 and older","Irbid","No","Graduate","3 times","5 times","1 time","5 times or more","5 times or more","1 time","2 times","1 time",1,14,8,30,"high"
"Male","23-29","Aqaba","No","High School","3 times","Never","2 times","3 times","1 time","2 times","4 times","2 times",0,24,14,27,"high"
"Male","18-22","Aqaba","Yes","High School","3 times","6 or 7 times","3 times","5 times or more","Never","5 times or more","Never","Never",0,23,14,31,"high"
"Female","50 and older","Ajlun","No","Undergraduate","4 times","3 times","4 times","5 times or more","5 times or more","5 times or more","4 times","1 time",0,24,8,27,"high"
