"Gender","Age","City","Gov_Assistance","Education_Level","Physical_Activity","Breakfast_Frequency","Whole_Grain_Consumption","Dairy_Products_Consumption","Caffeine_Consumption","Fruits_Consumption","Vegetables_Consumption","Fish_Consumption","Food Security Score","Resilience Score","Stress Mindset Score","Mental Distress Score","FC"
"Prefer not to say","18-22","Ajlun","Yes","Undergraduate","5 times","5 times","3 times","1 time","3 times","1 time","1 time","1 time",8,19,6,33,"very low"
"Female","18-22","Amman","No","Undergraduate","6-7 times","6 or 7 times","5 times or more","5 times or more","2 times","5 times or more","4 times","5 times or more",0,21,13,28,"high"
"Female","18-22","Aqaba","No","High School","6-7 times","6 or 7 times","2 times","Never","5 times or more","5 times or more","4 times","Never",2,17,9,35,"low"
"Female","18-22","Amman","Yes","High School","5 times","Never","3 times","5 times or more","5 times or more","3 times","3 times","2 times",0,16,10,33,"high"
"Female","18-22","Ajlun","No","High School","3 times","6 or 7 times","5 times or more","5 times or more","5 times or more","4 times","Never","Never",3,22,21,31,"low"
"Female","18-22","Irbid","No","High School","6-7 times","6 or 7 times","4 times","4 times","5 times or more","3 times","4 times","Never",0,21,16,41,"high"
"Female","18-22","Irbid","Yes","Undergraduate","1 time","2 times","2 times","3 times","5 times or more","3 times","4 times","Never",0,22,18,24,"high"
"Female","18-22","Aqaba","No","High School","None","Never","Never","4 times","2 times","4 times","2 times","1 time",3,14,8,31,"low"
"Female","18-22","Amman","Yes","Undergraduate","2 times","3 times","5 times or more","3 times","4 times","5 times or more","5 times or more","Never",0,18,14,34,"high"
"Female","18-22","Ajlun","No","High School","2 times","6 or 7 times","1 time","4 times","2 times","1 time","4 times","1 time",0,17,9,31,"high"
"Prefer not to say","18-22","Ajlun","No","High School","5 times","6 or 7 times","1 time","5 times or more","3 times","2 times","2 times","Never",0,16,5,37,"high"
"Female","18-22","Aqaba","Yes","High School","3 times","6 or 7 times","2 times","3 times","1 time","3 times","3 times","1 time",1,22,10,28,"high"
"Male","18-22","Amman","No","High School","2 times","Never","1 time","5 times or more","5 times or more","5 times or more","5 times or more","1 time",3,12,6,36,"low"
"Male","18-22","Aqaba","Yes","Undergraduate","None","Never","Never","1 time","5 times or more","Never","Never","Never",0,18,9,27,"high"
"Female","18-22","Aqaba","Yes","Undergraduate","5 times","Never","4 times","4 times","Never","5 times or more","4 times","Never",7,16,17,41,"very low"
"Female","18-22","Amman","Yes","High School","6-7 times","5 times","3 times","3 times","2 times","Never","4 times","1 time",0,22,20,45,"high"
"Male","18-22","Aqaba","No","Undergraduate","None","6 or 7 times","5 times or more","2 times","3 times","1 time","3 times","Never",6,8,8,38,"very low"
"Female","18-22","Aqaba","No","Undergraduate","2 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","3 times","Never",4,14,13,30,"low"
"Female","18-22","Aqaba","Yes","Undergraduate","1 time","2 times","5 times or more","5 times or more","Never","2 times","1 time","Never",5,19,4,30,"very low"
"Prefer not to say","18-22","Aqaba","No","Undergraduate","6-7 times","6 or 7 times","5 times or more","4 times","Never","3 times","2 times","Never",2,17,14,28,"low"
"Female","40-49","Aqaba","No","Undergraduate","None","1 time","1 time","1 time","5 times or more","4 times","Never","Never",0,22,17,34,"high"
"Female","18-22","Irbid","No","High School","5 times","6 or 7 times","5 times or more","5 times or more","5 times or more","4 times","2 times","2 times",0,17,17,40,"high"
"Female","18-22","Aqaba","No","Undergraduate","2 times","3 times","1 time","3 times","5 times or more","2 times","3 times","Never",6,13,1,42,"very low"
"Female","18-22","Irbid","Yes","Undergraduate","None","6 or 7 times","Never","1 time","Never","Never","2 times","Never",8,7,1,42,"very low"
"Male","18-22","Aqaba","Yes","High School","3 times","Never","Never","5 times or more","4 times","1 time","2 times","Never",6,11,8,38,"very low"
"Male","18-22","Ajlun","No","High School","6-7 times","6 or 7 times","5 times or more","2 times","Never","4 times","5 times or more","2 times",0,23,19,24,"high"
"Female","18-22","Irbid","No","High School","6-7 times","4 times","Never","5 times or more","Never","5 times or more","4 times","3 times",5,6,15,41,"very low"
"Prefer not to say","18-22","Amman","Yes","High School","1 time","4 times","4 times","5 times or more","5 times or more","4 times","Never","Never",3,12,1,38,"low"
"Female","18-22","Ajlun","Yes","High School","1 time","4 times","Never","3 times","1 time","3 times","Never","1 time",7,19,15,42,"very low"
"Female","18-22","Ajlun","No","High School","None","6 or 7 times","4 times","Never","Never","3 times","Never","Never",1,6,7,40,"high"
"Female","18-22","Amman","No","High School","1 time","3 times","5 times or more","2 times","Never","4 times","3 times","1 time",2,23,14,27,"low"
"Female","18-22","Aqaba","Yes","High School","None","2 times","2 times","5 times or more","4 times","1 time","2 times","Never",5,15,12,31,"very low"
"Female","18-22","Ajlun","No","High School","4 times","4 times","2 times","2 times","4 times","3 times","4 times","3 times",0,19,18,29,"high"
"Female","18-22","Ajlun","Yes","High School","2 times","6 or 7 times","4 times","3 times","5 times or more","3 times","3 times","3 times",4,21,11,36,"low"
"Female","18-22","Amman","No","High School","6-7 times","1 time","5 times or more","5 times or more","Never","2 times","5 times or more","Never",0,24,20,23,"high"
"Male","18-22","Irbid","No","Undergraduate","6-7 times","2 times","5 times or more","2 times","Never","5 times or more","5 times or more","4 times",8,29,23,26,"very low"
"Female","18-22","Amman","No","High School","4 times","4 times","1 time","2 times","5 times or more","2 times","2 times","2 times",0,15,13,30,"high"
"Female","18-22","Irbid","Yes","High School","3 times","4 times","3 times","5 times or more","5 times or more","4 times","3 times","Never",0,18,8,34,"high"
"Female","18-22","Ajlun","No","High School","6-7 times","6 or 7 times","1 time","5 times or more","5 times or more","4 times","3 times","1 time",6,22,3,28,"very low"
"Female","18-22","Irbid","No","Undergraduate","None","3 times","2 times","5 times or more","5 times or more","1 time","2 times","3 times",7,10,15,44,"very low"
"Female","18-22","Amman","No","Undergraduate","5 times","6 or 7 times","2 times","4 times","5 times or more","4 times","3 times","Never",1,12,15,41,"high"
"Female","18-22","Amman","No","High School","3 times","6 or 7 times","5 times or more","2 times","3 times","5 times or more","5 times or more","1 time",0,12,16,35,"high"
"Female","18-22","Ajlun","Yes","High School","None","5 times","4 times","5 times or more","Never","5 times or more","Never","1 time",8,23,16,30,"very low"
"Female","18-22","Irbid","No","Undergraduate","6-7 times","6 or 7 times","3 times","3 times","Never","Never","4 times","1 time",5,20,8,35,"very low"
"Male","18-22","Ajlun","No","Undergraduate","5 times","6 or 7 times","5 times or more","5 times or more","Never","5 times or more","4 times","1 time",0,22,21,29,"high"
"Female","18-22","Aqaba","No","High School","5 times","3 times","3 times","4 times","5 times or more","2 times","3 times","1 time",0,24,19,28,"high"
"Female","18-22","Amman","No","Undergraduate","3 times","2 times","1 time","4 times","1 time","1 time","Never","Never",0,21,23,28,"high"
"Female","23-29","Irbid","No","Undergraduate","4 times","4 times","Never","2 times","4 times","5 times or more","4 times","2 times",0,22,11,31,"high"
"Female","18-22","Amman","No","High School","6-7 times","6 or 7 times","3 times","Never","Never","4 times","2 times","2 times",0,14,6,36,"high"
"Female","18-22","Ajlun","No","High School","2 times","5 times","2 times","Never","1 time","3 times","5 times or more","Never",4,18,19,33,"low"
"Male","18-22","Ajlun","No","High School","3 times","6 or 7 times","3 times","5 times or more","Never","2 times","3 times","Never",0,20,7,36,"high"
"Female","18-22","Irbid","No","High School","5 times","6 or 7 times","5 times or more","5 times or more","3 times","5 times or more","3 times","Never",0,20,17,35,"high"
"Female","18-22","Ajlun","Yes","Undergraduate","6-7 times","3 times","4 times","3 times","4 times","4 times","5 times or more","Never",0,22,15,29,"high"
"Female","18-22","Aqaba","No","High School","4 times","4 times","1 time","4 times","3 times","2 times","3 times","Never",2,21,19,31,"low"
"Male","23-29","Irbid","No","High School","2 times","4 times","Never","1 time","Never","2 times","3 times","1 time",3,30,23,21,"low"
"Female","18-22","Irbid","No","Graduate","6-7 times","6 or 7 times","Never","3 times","2 times","5 times or more","5 times or more","3 times",1,25,18,28,"high"
"Female","18-22","Aqaba","No","Undergraduate","5 times","4 times","1 time","5 times or more","Never","4 times","4 times","1 time",1,25,13,30,"high"
"Female","18-22","Amman","No","High School","5 times","4 times","3 times","Never","5 times or more","4 times","3 times","Never",2,20,20,28,"low"
"Male","18-22","Irbid","No","Undergraduate","1 time","6 or 7 times","5 times or more","5 times or more","5 times or more","3 times","Never","1 time",0,24,8,26,"high"
"Male","18-22","Ajlun","No","High School","6-7 times","Never","Never","3 times","Never","3 times","3 times","Never",0,25,23,22,"high"
"Male","23-29","Aqaba","No","Graduate","3 times","3 times","Never","5 times or more","Never","5 times or more","3 times","1 time",0,22,12,15,"high"
"Male","18-22","Aqaba","No","High School","5 times","6 or 7 times","1 time","5 times or more","1 time","4 times","3 times","Never",2,22,17,36,"low"
"Male","23-29","Amman","No","High School","None","3 times","5 times or more","4 times","4 times","5 times or more","2 times","1 time",1,22,8,25,"high"
"Male","18-22","Aqaba","No","High School","3 times","1 time","4 times","2 times","1 time","3 times","2 times","1 time",0,15,16,37,"high"
"Female","18-22","Amman","No","High School","3 times","1 time","3 times","2 times","5 times or more","5 times or more","3 times","3 times",0,23,17,29,"high"
"Male","23-29","Amman","No","Undergraduate","5 times","5 times","2 times","5 times or more","5 times or more","5 times or more","5 times or more","Never",4,23,16,46,"low"
"Female","23-29","Aqaba","Yes","Undergraduate","4 times","4 times","4 times","3 times","5 times or more","4 times","5 times or more","2 times",0,13,18,32,"high"
"Female","40-49","Amman","No","Graduate","2 times","3 times","3 times","1 time","5 times or more","5 times or more","5 times or more","3 times",0,25,11,27,"high"
"Female","23-29","Amman","No","Undergraduate","6-7 times","2 times","5 times or more","5 times or more","2 times","5 times or more","5 times or more","3 times",0,29,6,37,"high"
"Male","18-22","Aqaba","Yes","Undergraduate","6-7 times","4 times","4 times","4 times","5 times or more","4 times","4 times","2 times",0,21,16,31,"high"
"Male","18-22","Ajlun","No","Undergraduate","2 times","2 times","Never","4 times","1 time","Never","3 times","Never",0,30,1,20,"high"
"Female","18-22","Amman","No","High School","5 times","6 or 7 times","5 times or more","5 times or more","2 times","4 times","3 times","Never",2,22,15,34,"low"
"Male","23-29","Amman","Yes","High School","6-7 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","5 times or more","2 times",0,17,16,30,"high"
"Male","18-22","Amman","Yes","High School","6-7 times","6 or 7 times","Never","5 times or more","5 times or more","5 times or more","4 times","3 times",0,29,18,27,"high"
"Male","18-22","Ajlun","Yes","High School","6-7 times","3 times","Never","4 times","4 times","1 time","5 times or more","Never",5,20,18,29,"very low"
"Male","18-22","Ajlun","No","High School","6-7 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","2 times","Never",5,21,16,26,"very low"
"Female","18-22","Ajlun","No","Undergraduate","2 times","6 or 7 times","5 times or more","2 times","3 times","4 times","3 times","3 times",0,28,19,32,"high"
"Female","18-22","Irbid","Yes","High School","2 times","1 time","Never","2 times","4 times","2 times","2 times","Never",1,14,11,34,"high"
"Female","18-22","Irbid","No","High School","5 times","6 or 7 times","4 times","5 times or more","3 times","5 times or more","5 times or more","3 times",7,19,3,37,"very low"
"Female","18-22","Irbid","No","Undergraduate","6-7 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","5 times or more","3 times",0,24,19,28,"high"
"Female","18-22","Ajlun","No","High School","6-7 times","5 times","5 times or more","5 times or more","5 times or more","5 times or more","5 times or more","Never",0,20,29,35,"high"
"Male","40-49","Irbid","No","Undergraduate","3 times","6 or 7 times","5 times or more","3 times","5 times or more","4 times","5 times or more","3 times",0,18,11,29,"high"
"Male","18-22","Aqaba","No","High School","6-7 times","6 or 7 times","3 times","5 times or more","1 time","3 times","3 times","1 time",1,24,23,25,"high"
"Female","18-22","Aqaba","No","High School","4 times","1 time","2 times","2 times","5 times or more","4 times","4 times","Never",2,14,12,37,"low"
"Female","18-22","Irbid","No","High School","2 times","2 times","4 times","5 times or more","5 times or more","4 times","5 times or more","2 times",5,12,5,36,"very low"
"Female","18-22","Ajlun","No","Undergraduate","None","Never","2 times","5 times or more","4 times","3 times","3 times","1 time",3,24,17,24,"low"
"Male","18-22","Amman","No","High School","6-7 times","3 times","4 times","5 times or more","5 times or more","3 times","3 times","Never",0,24,17,25,"high"
"Female","18-22","Ajlun","No","High School","3 times","3 times","Never","4 times","5 times or more","3 times","1 time","3 times",0,16,12,35,"high"
"Female","18-22","Aqaba","No","High School","5 times","3 times","5 times or more","5 times or more","3 times","4 times","4 times","2 times",4,23,14,27,"low"
"Female","18-22","Amman","No","High School","6-7 times","5 times","Never","5 times or more","5 times or more","Never","4 times","3 times",4,15,10,34,"low"
"Male","18-22","Aqaba","No","Undergraduate","6-7 times","5 times","5 times or more","5 times or more","5 times or more","1 time","3 times","1 time",5,22,10,32,"very low"
"Female","18-22","Aqaba","No","High School","6-7 times","Never","5 times or more","5 times or more","5 times or more","5 times or more","5 times or more","5 times or more",3,17,19,30,"low"
"Male","18-22","Aqaba","No","High School","3 times","6 or 7 times","5 times or more","5 times or more","1 time","5 times or more","5 times or more","3 times",0,28,21,22,"high"
"Female","18-22","Amman","No","High School","4 times","5 times","5 times or more","5 times or more","3 times","5 times or more","2 times","Never",0,25,13,32,"high"
"Male","18-22","Ajlun","Yes","High School","4 times","4 times","5 times or more","5 times or more","4 times","5 times or more","5 times or more","Never",2,23,22,30,"low"
"Male","18-22","Irbid","No","Undergraduate","5 times","6 or 7 times","Never","5 times or more","3 times","1 time","3 times","1 time",0,16,8,22,"high"
"Female","18-22","Aqaba","No","High School","1 time","1 time","Never","2 times","5 times or more","Never","4 times","Never",1,16,15,32,"high"
"Male","18-22","Aqaba","Yes","High School","5 times","4 times","1 time","4 times","5 times or more","5 times or more","1 time","1 time",0,21,21,29,"high"
"Male","18-22","Ajlun","Yes","High School","6-7 times","3 times","3 times","3 times","5 times or more","2 times","1 time","Never",2,17,15,30,"low"
"Female","18-22","Ajlun","No","Undergraduate","6-7 times","6 or 7 times","4 times","Never","5 times or more","5 times or more","5 times or more","Never",0,29,25,25,"high"
"Female","18-22","Amman","No","High School","3 times","4 times","4 times","Never","Never","2 times","2 times","3 times",3,12,15,35,"low"
"Female","18-22","Amman","Yes","Undergraduate","2 times","4 times","3 times","5 times or more","5 times or more","4 times","4 times","1 time",3,20,24,36,"low"
"Male","18-22","Amman","No","High School","4 times","3 times","2 times","4 times","1 time","3 times","1 time","1 time",2,20,19,28,"low"
"Female","50 and older","Ajlun","No","Undergraduate","3 times","6 or 7 times","2 times","4 times","5 times or more","5 times or more","3 times","2 times",0,12,18,24,"high"
"Female","50 and older","Aqaba","No","High School","3 times","3 times","1 time","3 times","4 times","3 times","2 times","Never",0,19,15,25,"high"
"Male","18-22","Aqaba","No","Undergraduate","5 times","Never","Never","Never","5 times or more","Never","Never","Never",0,29,27,26,"high"
"Female","18-22","Ajlun","Yes","High School","4 times","2 times","3 times","4 times","1 time","2 times","2 times","3 times",7,18,11,39,"very low"
"Female","18-22","Ajlun","Yes","Undergraduate","2 times","6 or 7 times","5 times or more","5 times or more","Never","5 times or more","4 times","3 times",4,26,16,24,"low"
"Female","18-22","Ajlun","Yes","Undergraduate","2 times","2 times","3 times","5 times or more","5 times or more","3 times","2 times","1 time",2,15,14,33,"low"
"Female","50 and older","Amman","No","Undergraduate","2 times","6 or 7 times","5 times or more","1 time","4 times","5 times or more","3 times","3 times",0,22,15,25,"high"
"Male","18-22","Amman","No","High School","5 times","2 times","5 times or more","1 time","5 times or more","5 times or more","5 times or more","Never",6,14,16,32,"very low"
"Female","18-22","Ajlun","No","High School","4 times","4 times","1 time","3 times","5 times or more","3 times","2 times","1 time",0,13,4,28,"high"
"Female","18-22","Irbid","Yes","Undergraduate","1 time","3 times","2 times","5 times or more","2 times","2 times","2 times","2 times",4,12,0,42,"low"
"Female","18-22","Ajlun","Yes","High School","1 time","Never","Never","5 times or more","3 times","3 times","2 times","Never",0,14,16,36,"high"
"Female","40-49","Aqaba","Yes","Undergraduate","3 times","3 times","3 times","4 times","5 times or more","4 times","3 times","Never",0,27,15,28,"high"
"Female","18-22","Aqaba","Yes","Undergraduate","5 times","4 times","1 time","4 times","Never","5 times or more","4 times","1 time",0,19,5,25,"high"
"Female","18-22","Irbid","Yes","High School","5 times","Never","1 time","2 times","Never","3 times","2 times","1 time",5,18,20,31,"very low"
"Female","18-22","Ajlun","No","High School","1 time","1 time","Never","4 times","3 times","3 times","2 times","1 time",0,16,9,31,"high"
"Female","18-22","Amman","Yes","High School","5 times","4 times","2 times","3 times","3 times","2 times","2 times","3 times",0,16,19,27,"high"
"Female","18-22","Aqaba","No","Undergraduate","3 times","Never","2 times","5 times or more","5 times or more","Never","5 times or more","Never",0,17,12,30,"high"
"Female","50 and older","Amman","No","High School","None","4 times","Never","4 times","5 times or more","3 times","3 times","Never",0,16,12,31,"high"
"Female","50 and older","Ajlun","Yes","High School","4 times","6 or 7 times","3 times","3 times","5 times or more","3 times","3 times","1 time",0,19,10,31,"high"
"Male","18-22","Ajlun","Yes","Undergraduate","3 times","6 or 7 times","3 times","3 times","Never","3 times","3 times","2 times",3,28,11,24,"low"
"Male","18-22","Amman","No","Undergraduate","6-7 times","5 times","5 times or more","4 times","5 times or more","3 times","1 time","1 time",0,24,16,25,"high"
"Female","18-22","Aqaba","No","High School","6-7 times","Never","Never","3 times","5 times or more","1 time","1 time","Never",8,13,8,38,"very low"
"Female","18-22","Irbid","No","Undergraduate","None","1 time","Never","5 times or more","5 times or more","Never","Never","Never",3,23,19,37,"low"
"Female","18-22","Aqaba","Yes","High School","1 time","1 time","Never","3 times","5 times or more","2 times","Never","1 time",8,14,8,33,"very low"
"Female","50 and older","Aqaba","No","Undergraduate","3 times","4 times","5 times or more","5 times or more","5 times or more","2 times","2 times","2 times",0,17,2,36,"high"
"Female","18-22","Ajlun","No","Undergraduate","4 times","6 or 7 times","3 times","5 times or more","5 times or more","5 times or more","5 times or more","1 time",5,25,18,39,"very low"
"Female","50 and older","Aqaba","No","Undergraduate","3 times","6 or 7 times","4 times","4 times","5 times or more","4 times","4 times","1 time",0,22,12,26,"high"
"Female","18-22","Irbid","No","High School","2 times","1 time","Never","5 times or more","Never","3 times","3 times","Never",0,14,10,35,"high"
"Female","30-39","Amman","No","Undergraduate","2 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","3 times","Never",0,22,13,30,"high"
"Female","18-22","Aqaba","Yes","Undergraduate","2 times","6 or 7 times","4 times","5 times or more","2 times","1 time","1 time","Never",6,24,15,34,"very low"
"Female","18-22","Ajlun","No","High School","None","3 times","Never","3 times","5 times or more","3 times","2 times","Never",4,18,10,36,"low"
"Female","18-22","Ajlun","No","Undergraduate","2 times","Never","Never","Never","4 times","2 times","2 times","Never",0,11,3,38,"high"
"Female","30-39","Aqaba","No","Undergraduate","2 times","3 times","1 time","2 times","5 times or more","2 times","2 times","Never",3,11,2,33,"low"
"Female","18-22","Irbid","No","Undergraduate","5 times","6 or 7 times","3 times","5 times or more","Never","4 times","3 times","1 time",3,13,9,34,"low"
"Female","18-22","Irbid","No","Graduate","5 times","6 or 7 times","5 times or more","1 time","5 times or more","5 times or more","5 times or more","Never",0,14,9,37,"high"
"Female","18-22","Ajlun","No","Undergraduate","2 times","5 times","2 times","5 times or more","5 times or more","3 times","2 times","Never",2,21,17,36,"low"
"Female","18-22","Ajlun","Yes","Undergraduate","4 times","5 times","5 times or more","3 times","3 times","2 times","4 times","2 times",4,24,16,33,"low"
"Female","18-22","Ajlun","Yes","Undergraduate","1 time","Never","3 times","5 times or more","5 times or more","5 times or more","2 times","Never",0,17,0,36,"high"
"Male","18-22","Irbid","No","High School","3 times","Never","5 times or more","3 times","5 times or more","2 times","3 times","3 times",4,21,12,29,"low"
"Male","18-22","Ajlun","No","High School","2 times","3 times","1 time","5 times or more","3 times","2 times","Never","Never",2,20,15,25,"low"
"Female","50 and older","Aqaba","Yes","High School","None","3 times","Never","2 times","5 times or more","2 times","2 times","1 time",2,30,14,26,"low"
"Female","18-22","Aqaba","No","Undergraduate","3 times","2 times","2 times","5 times or more","5 times or more","4 times","5 times or more","2 times",0,18,13,37,"high"
"Female","18-22","Irbid","No","Undergraduate","2 times","4 times","3 times","1 time","2 times","2 times","4 times","4 times",0,15,17,31,"high"
"Female","50 and older","Amman","No","Graduate","5 times","3 times","2 times","5 times or more","5 times or more","2 times","3 times","Never",0,26,9,23,"high"
"Female","18-22","Ajlun","Yes","Undergraduate","3 times","6 or 7 times","1 time","3 times","5 times or more","2 times","2 times","Never",0,18,11,32,"high"
"Female","18-22","Ajlun","Yes","Undergraduate","4 times","6 or 7 times","2 times","5 times or more","5 times or more","3 times","4 times","Never",0,16,16,30,"high"
"Male","18-22","Amman","No","High School","6-7 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","2 times","1 time",7,20,15,33,"very low"
"Female","30-39","Amman","No","Undergraduate","5 times","3 times","4 times","5 times or more","5 times or more","5 times or more","1 time","1 time",2,26,16,28,"low"
"Female","18-22","Irbid","Yes","High School","2 times","3 times","1 time","5 times or more","4 times","1 time","Never","Never",1,27,14,27,"high"
"Female","18-22","Amman","No","High School","5 times","2 times","Never","Never","5 times or more","Never","Never","Never",8,9,9,41,"very low"
"Female","30-39","Irbid","Yes","Undergraduate","None","1 time","1 time","3 times","5 times or more","2 times","3 times","Never",0,18,12,33,"high"
"Female","18-22","Irbid","No","Undergraduate","5 times","4 times","Never","5 times or more","5 times or more","4 times","3 times","1 time",2,24,9,35,"low"
"Female","18-22","Aqaba","No","Undergraduate","1 time","6 or 7 times","Never","5 times or more","5 times or more","1 time","2 times","Never",5,20,5,35,"very low"
"Male","18-22","Aqaba","No","Undergraduate","4 times","5 times","5 times or more","5 times or more","Never","1 time","4 times","2 times",0,19,28,37,"high"
"Female","18-22","Aqaba","No","High School","1 time","Never","Never","4 times","1 time","1 time","3 times","Never",1,20,18,29,"high"
"Female","18-22","Ajlun","No","Graduate","4 times","6 or 7 times","Never","5 times or more","5 times or more","5 times or more","5 times or more","3 times",0,24,24,32,"high"
"Female","18-22","Aqaba","No","Undergraduate","None","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","3 times","Never",0,18,13,30,"high"
"Female","18-22","Irbid","No","Undergraduate","2 times","3 times","2 times","3 times","5 times or more","4 times","2 times","2 times",3,28,17,31,"low"
"Female","18-22","Irbid","No","Undergraduate","3 times","5 times","5 times or more","5 times or more","3 times","3 times","3 times","Never",8,16,9,38,"very low"
"Female","18-22","Irbid","No","High School","5 times","6 or 7 times","2 times","5 times or more","3 times","2 times","Never","Never",0,22,22,31,"high"
"Female","18-22","Aqaba","No","High School","3 times","3 times","1 time","5 times or more","3 times","3 times","4 times","2 times",3,19,14,33,"low"
"Male","18-22","Aqaba","No","High School","5 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","3 times","Never",0,21,13,30,"high"
"Female","18-22","Aqaba","No","High School","4 times","2 times","3 times","4 times","5 times or more","2 times","1 time","1 time",5,15,16,34,"very low"
"Male","18-22","Amman","No","High School","6-7 times","Never","Never","Never","Never","Never","Never","Never",1,25,21,33,"high"
"Female","40-49","Aqaba","No","Undergraduate","4 times","2 times","2 times","5 times or more","5 times or more","5 times or more","5 times or more","Never",0,25,14,25,"high"
"Female","18-22","Amman","No","High School","3 times","2 times","2 times","5 times or more","2 times","3 times","3 times","1 time",0,19,12,35,"high"
"Female","18-22","Aqaba","No","Undergraduate","6-7 times","6 or 7 times","4 times","3 times","5 times or more","5 times or more","Never","2 times",0,22,15,34,"high"
"Prefer not to say","18-22","Irbid","Yes","Undergraduate","2 times","5 times","Never","5 times or more","3 times","1 time","2 times","Never",4,20,14,24,"low"
"Male","18-22","Ajlun","No","Undergraduate","4 times","Never","Never","1 time","3 times","2 times","3 times","Never",8,20,17,29,"very low"
"Female","18-22","Ajlun","Yes","High School","3 times","2 times","4 times","5 times or more","5 times or more","4 times","4 times","Never",1,17,16,32,"high"
"Male","18-22","Amman","No","Graduate","1 time","6 or 7 times","5 times or more","5 times or more","5 times or more","1 time","5 times or more","Never",0,12,9,36,"high"
"Female","18-22","Amman","Yes","Undergraduate","1 time","6 or 7 times","1 time","5 times or more","5 times or more","5 times or more","2 times","Never",0,14,20,35,"high"
"Male","18-22","Amman","No","Undergraduate","2 times","3 times","1 time","4 times","1 time","1 time","1 time","1 time",0,23,19,29,"high"
"Female","18-22","Aqaba","Yes","Undergraduate","2 times","2 times","2 times","3 times","5 times or more","4 times","3 times","Never",8,15,16,36,"very low"
"Female","18-22","Ajlun","No","Undergraduate","5 times","5 times","Never","4 times","3 times","3 times","2 times","Never",0,18,14,32,"high"
"Female","18-22","Amman","No","Undergraduate","3 times","2 times","1 time","2 times","1 time","2 times","3 times","1 time",6,26,6,31,"very low"
"Male","18-22","Irbid","Yes","Undergraduate","5 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","5 times or more","3 times",0,16,16,30,"high"
"Male","18-22","Ajlun","Yes","Undergraduate","2 times","Never","1 time","5 times or more","1 time","1 time","2 times","Never",5,20,17,36,"very low"
"Female","40-49","Amman","No","Undergraduate","1 time","5 times","3 times","3 times","5 times or more","5 times or more","2 times","1 time",0,16,7,26,"high"
"Female","18-22","Aqaba","Yes","High School","3 times","1 time","Never","3 times","Never","1 time","Never","Never",8,13,14,35,"very low"
"Female","40-49","Ajlun","No","High School","3 times","6 or 7 times","Never","5 times or more","5 times or more","5 times or more","3 times","Never",0,20,17,28,"high"
"Female","50 and older","Aqaba","No","Undergraduate","5 times","6 or 7 times","2 times","5 times or more","3 times","1 time","2 times","2 times",0,25,4,23,"high"
"Female","18-22","Ajlun","Yes","High School","5 times","3 times","4 times","5 times or more","2 times","4 times","2 times","2 times",7,15,10,38,"very low"
"Female","50 and older","Aqaba","No","Undergraduate","None","5 times","4 times","5 times or more","5 times or more","5 times or more","4 times","1 time",3,22,21,28,"low"
"Female","18-22","Ajlun","No","Undergraduate","6-7 times","6 or 7 times","5 times or more","5 times or more","2 times","4 times","4 times","3 times",0,26,13,27,"high"
"Female","18-22","Irbid","No","High School","3 times","5 times","5 times or more","5 times or more","5 times or more","4 times","2 times","Never",4,18,19,33,"low"
"Female","18-22","Ajlun","No","Undergraduate","3 times","6 or 7 times","5 times or more","5 times or more","5 times or more","5 times or more","5 times or more","1 time",0,18,14,25,"high"
"Female","18-22","Aqaba","No","High School","4 times","5 times","1 time","5 times or more","5 times or more","1 time","2 times","Never",0,14,17,37,"high"
"Male","18-22","Irbid","No","High School","5 times","Never","2 times","4 times","Never","2 times","2 times","Never",6,24,18,31,"very low"
"Female","40-49","Amman","No","High School","2 times","5 times","3 times","5 times or more","5 times or more","4 times","3 times","Never",1,20,11,38,"high"
"Female","18-22","Aqaba","Yes","High School","None","Never","4 times","4 times","2 times","5 times or more","1 time","Never",0,19,14,27,"high"
"Male","18-22","Ajlun","Yes","Undergraduate","6-7 times","6 or 7 times","4 times","5 times or more","1 time","3 times","2 times","1 time",3,23,18,33,"low"
"Female","18-22","Irbid","No","Undergraduate","4 times","6 or 7 times","Never","2 times","5 times or more","3 times","5 times or more","2 times",3,27,18,32,"low"
"Male","40-49","Irbid","No","Undergraduate","4 times","6 or 7 times","2 times","5 times or more","5 times or more","2 times","2 times","1 time",0,20,15,27,"high"
"Female","50 and older","Amman","No","Graduate","2 times","6 or 7 times","4 times","5 times or more","5 times or more","5 times or more","2 times","1 time",2,18,11,36,"low"
"Female","18-22","Irbid","No","Undergraduate","6-7 times","4 times","4 times","5 times or more","5 times or more","4 times","5 times or more","Never",0,22,17,26,"high"
"Female","18-22","Amman","No","Undergraduate","None","6 or 7 times","Never","3 times","2 times","4 times","4 times","Never",1,26,15,26,"high"
